"","prop_15","prop_16","age","gender","race","race4","race5","hispanic","educ","income3","ca_region","ca_county","pid3","pid7","elec_int_state","covid_response"
"1180",1,1,83,2,1,1,1,2,3,4,4,19,1,1,1,1
"1181",1,2,61,1,1,1,1,2,5,2,3,38,1,1,1,3
"1182",1,1,56,2,1,1,1,2,2,1,5,37,2,6,1,1
"1183",1,1,64,2,1,1,1,2,6,3,5,37,1,1,1,1
"1184",1,1,69,1,4,4,4,2,5,3,1,44,1,1,1,1
"1185",1,2,42,2,1,1,1,2,5,4,2,34,3,3,1,3
"1186",2,2,64,1,1,1,1,2,4,1,2,50,2,7,4,2
"1187",2,1,57,2,1,1,1,2,3,1,2,10,1,1,1,3
"1188",2,2,62,2,1,1,1,2,5,3,5,37,1,1,1,1
"1189",1,2,25,1,3,3,3,1,5,3,5,36,3,3,1,1
"1190",1,1,43,2,1,1,1,2,3,3,2,31,1,1,1,1
"1191",1,1,33,1,1,1,1,2,6,1,3,38,4,4,1,1
"1192",2,2,59,2,1,1,1,2,5,3,4,19,3,4,1,1
"1193",1,1,35,1,1,1,1,2,2,1,2,34,3,3,2,1
"1194",1,2,24,1,1,1,1,2,4,1,5,36,1,2,1,1
"1195",1,1,52,1,1,1,1,2,3,2,5,37,1,1,1,1
"1196",1,2,54,1,2,2,2,1,4,1,3,7,3,3,1,1
"1197",1,1,25,1,1,1,1,2,4,3,5,36,4,3,2,1
"1198",3,3,56,2,3,3,3,1,1,1,5,36,1,2,1,1
"1199",1,1,42,2,1,1,1,2,6,2,1,49,1,1,1,1
"1200",1,2,60,1,1,1,1,2,6,3,2,53,3,3,2,1
"1201",1,1,21,1,2,2,2,2,5,2,4,19,2,6,4,1
"1202",2,2,51,2,1,1,1,2,5,2,4,19,2,7,1,2
"1203",2,2,58,2,1,1,1,2,5,3,5,33,1,1,1,3
"1204",2,2,37,1,1,1,1,2,6,3,4,19,3,5,3,2
"1205",1,1,47,2,2,2,2,2,5,3,4,19,3,4,2,1
"1206",3,1,77,2,1,1,1,2,2,1,4,19,1,1,1,3
"1207",1,2,20,2,1,1,1,2,3,3,1,48,1,2,1,1
"1208",1,2,75,2,1,1,1,2,4,2,3,7,1,1,1,1
"1209",2,2,56,1,1,1,1,2,3,2,2,58,2,7,4,2
"1210",1,1,74,2,1,1,1,2,6,1,2,54,1,1,1,1
"1211",1,1,52,2,2,2,2,2,4,2,3,43,1,1,1,1
"1212",1,1,58,2,7,4,5,2,3,1,2,15,1,1,1,1
"1213",1,1,63,2,1,1,1,2,5,2,1,56,1,1,1,1
"1214",1,1,63,2,7,4,5,2,6,3,3,1,1,1,1,1
"1215",1,2,46,2,1,1,1,2,4,1,2,29,1,2,3,3
"1216",1,1,36,1,1,1,1,2,6,3,5,30,3,3,1,2
"1217",2,2,71,2,1,1,1,2,2,3,4,19,2,7,2,3
"1218",1,1,66,1,1,1,1,2,4,1,3,38,1,1,1,1
"1219",1,1,54,2,1,1,1,2,5,1,4,19,1,1,1,3
"1220",1,1,38,2,1,1,1,2,5,2,2,15,1,1,1,1
"1221",2,1,55,1,2,2,2,2,6,1,5,37,1,1,1,1
"1222",2,2,79,2,1,1,1,2,3,1,2,34,2,7,3,3
"1223",2,2,72,2,1,1,1,2,4,1,2,45,2,7,2,3
"1224",1,2,58,1,4,4,4,2,6,3,3,41,3,4,1,3
"1225",2,2,61,1,1,1,1,2,3,2,3,1,1,2,1,2
"1226",3,3,55,2,1,1,1,2,3,1,2,4,1,1,2,3
"1227",1,2,31,1,1,1,1,2,5,3,4,19,1,1,1,2
"1228",2,2,70,2,1,1,1,2,3,3,5,37,2,7,3,3
"1229",1,1,63,1,1,1,1,2,5,2,2,34,3,3,2,1
"1230",1,1,33,2,1,1,1,2,6,3,4,19,1,1,1,2
"1231",2,2,55,1,1,1,1,2,2,1,2,15,3,5,3,2
"1232",1,1,50,2,1,1,1,2,5,2,5,37,1,2,2,1
"1233",2,2,33,2,3,3,3,1,6,3,4,19,3,5,5,2
"1234",2,2,61,2,3,3,3,1,4,3,5,33,3,4,4,2
"1235",1,1,20,2,2,2,2,1,4,2,5,36,1,1,1,1
"1236",1,1,22,2,2,2,2,2,3,1,5,33,1,2,1,1
"1237",2,2,61,2,1,1,1,2,6,3,2,31,2,7,3,2
"1238",1,1,60,1,1,1,1,2,6,2,3,38,1,1,1,1
"1239",1,1,36,2,1,1,1,2,5,3,3,38,1,2,1,1
"1240",2,2,70,2,1,1,1,2,4,2,1,56,2,7,3,2
"1241",2,2,62,2,1,1,1,2,6,4,1,48,4,5,4,2
"1242",1,1,50,1,1,1,1,2,6,2,2,46,2,6,2,1
"1243",2,1,26,2,1,1,1,2,5,2,4,19,3,3,1,3
"1244",2,2,27,1,3,3,3,1,2,1,2,10,1,1,1,1
"1245",NA,NA,32,2,1,1,1,2,4,2,3,1,5,4,4,3
"1246",2,2,51,1,1,1,1,2,6,2,4,19,2,7,4,2
"1247",1,1,33,2,3,3,3,1,3,1,4,19,1,1,2,3
"1248",NA,NA,46,2,3,3,3,1,2,1,4,19,1,1,1,3
"1249",1,2,58,2,1,1,1,2,3,2,1,48,3,3,2,1
"1250",1,1,59,1,1,1,1,2,6,3,3,38,1,1,1,1
"1251",2,2,72,1,1,1,1,2,3,4,2,58,4,5,4,2
"1252",NA,NA,20,1,1,1,1,2,3,4,4,19,3,4,5,3
"1253",1,1,76,1,3,3,3,1,5,2,1,56,3,3,2,1
"1254",2,2,21,2,2,2,2,2,5,1,4,19,3,4,2,1
"1255",1,2,36,1,1,1,1,2,4,3,2,50,3,4,2,2
"1256",3,3,36,1,1,1,1,2,5,2,5,37,1,2,1,3
"1257",2,2,54,2,1,1,1,2,2,1,4,19,2,7,3,3
"1258",1,2,28,1,3,3,3,1,3,1,4,19,3,4,3,2
"1259",1,1,58,1,2,2,2,2,2,1,3,1,3,4,2,2
"1260",1,3,63,2,1,1,1,2,5,2,2,4,1,1,1,1
"1261",2,2,72,2,1,1,1,2,3,2,4,19,1,2,1,2
"1262",1,1,40,1,3,3,3,1,5,2,5,36,1,2,1,1
"1263",1,3,23,2,3,3,3,1,4,1,5,37,1,2,1,1
"1264",1,1,50,2,6,4,5,2,3,1,5,33,3,3,2,2
"1265",2,3,57,2,1,1,1,2,5,3,4,19,1,1,1,1
"1266",1,1,33,1,1,1,1,2,3,3,4,19,1,2,1,1
"1267",1,1,77,1,1,1,1,2,4,2,2,51,3,3,1,1
"1268",1,1,62,1,1,1,1,2,6,3,2,29,3,3,2,1
"1269",1,1,43,2,4,4,4,2,5,2,4,19,1,1,2,1
"1270",1,1,72,1,1,1,1,2,3,1,2,45,1,1,1,1
"1271",1,1,51,2,1,1,1,2,6,3,4,19,1,1,1,1
"1272",1,1,35,1,1,1,1,2,3,2,2,34,3,4,2,3
"1273",2,2,81,1,1,1,1,2,4,2,2,50,3,5,2,1
"1274",3,3,30,1,1,1,1,2,5,3,3,43,1,1,2,3
"1275",1,1,63,2,1,1,1,2,6,3,2,9,1,1,1,1
"1276",1,1,64,1,4,4,4,2,6,3,3,1,1,2,1,1
"1277",1,1,27,2,1,1,1,2,4,2,3,43,1,1,1,1
"1278",2,2,59,1,4,4,4,2,5,3,5,30,3,5,2,2
"1279",2,2,63,2,1,1,1,2,5,4,4,19,2,7,3,3
"1280",2,2,61,2,3,3,3,1,5,2,4,19,3,4,NA,2
"1281",1,1,62,2,1,1,1,2,4,4,4,19,1,1,1,1
"1282",1,2,85,2,1,1,1,2,3,3,3,43,3,3,1,1
"1283",1,1,39,2,4,4,4,2,6,3,5,30,1,1,2,1
"1284",1,2,43,2,3,3,3,1,2,1,4,19,2,6,1,2
"1285",1,1,41,1,4,4,4,2,5,3,5,37,3,3,2,3
"1286",2,1,56,1,1,1,1,2,5,3,2,10,1,2,1,1
"1287",2,2,32,2,1,1,1,2,5,4,5,36,2,7,5,2
"1288",1,1,27,2,1,1,1,2,5,1,2,34,1,1,1,1
"1289",1,2,28,1,4,4,4,2,5,2,5,37,1,1,1,3
"1290",2,2,35,1,1,1,1,2,6,3,4,19,2,7,1,1
"1291",1,1,50,2,1,1,1,2,6,2,4,19,1,1,1,1
"1292",1,1,64,2,1,1,1,2,5,1,2,4,1,1,1,1
"1293",1,1,40,2,3,3,3,1,2,1,1,27,1,1,1,1
"1294",1,1,29,1,1,1,1,2,6,3,4,19,1,1,1,1
"1295",2,2,50,1,1,1,1,2,5,2,5,30,3,4,4,2
"1296",2,2,77,2,4,4,4,2,3,3,3,1,1,1,1,1
"1297",1,1,55,2,2,2,2,2,6,1,5,30,1,2,2,1
"1298",2,1,74,2,1,1,1,2,3,1,4,19,1,2,1,1
"1299",1,1,24,2,5,4,5,2,3,1,4,19,1,1,2,2
"1300",1,1,36,2,1,1,1,2,4,4,3,1,4,3,1,1
"1301",2,2,71,2,1,1,1,2,4,1,2,50,2,7,4,NA
"1302",1,2,48,1,1,1,1,2,3,3,4,19,3,4,1,1
"1303",2,2,64,1,1,1,1,2,5,2,5,37,3,4,2,3
"1304",2,2,54,2,1,1,1,2,3,2,1,48,3,5,5,2
"1305",1,2,23,1,1,1,1,2,3,2,4,19,3,3,1,1
"1306",2,2,35,2,3,3,3,1,4,4,5,33,3,5,4,3
"1307",2,2,69,1,1,1,1,2,4,2,2,34,2,7,4,2
"1308",1,1,65,2,1,1,1,2,3,1,3,38,1,1,1,1
"1309",1,1,59,1,1,1,1,2,3,2,3,43,3,4,1,1
"1310",1,1,69,2,1,1,1,2,3,1,3,7,1,1,1,3
"1311",2,2,52,2,1,1,1,1,2,4,2,20,2,6,1,3
"1312",1,1,59,2,1,1,1,2,5,1,1,56,3,4,NA,1
"1313",2,1,60,2,1,1,1,2,5,1,5,37,3,4,1,3
"1314",1,1,45,2,1,1,1,2,5,3,3,38,1,1,1,1
"1315",2,2,62,1,5,4,5,2,4,3,5,33,3,5,3,2
"1316",1,3,23,2,1,1,1,2,5,2,1,40,1,1,1,1
"1317",1,1,38,2,4,4,4,2,5,3,3,1,1,1,1,3
"1318",2,2,53,1,1,1,1,2,3,3,2,31,3,4,4,2
"1319",1,2,64,1,1,1,1,2,5,3,1,49,1,1,NA,1
"1320",1,1,39,1,1,1,1,2,5,2,3,38,2,6,1,1
"1321",2,2,47,2,3,3,3,1,5,3,5,37,3,4,1,1
"1322",1,2,50,1,1,1,1,2,3,1,1,12,1,1,2,1
"1323",2,1,52,2,2,2,2,2,2,2,5,33,2,7,2,3
"1324",1,1,62,2,1,1,1,2,5,2,1,27,1,1,1,1
"1325",2,2,42,2,1,1,1,2,2,1,4,19,3,4,2,2
"1326",2,2,69,2,1,1,1,2,3,2,2,34,1,2,1,3
"1327",2,2,43,2,1,1,1,2,3,4,3,7,2,6,3,2
"1328",2,2,20,2,4,4,4,2,3,3,2,34,1,2,2,3
"1329",2,3,49,2,1,1,1,1,3,4,5,36,3,5,4,2
"1330",1,1,46,1,3,3,3,1,3,3,3,43,1,2,1,1
"1331",1,1,57,1,1,1,1,2,6,4,4,19,1,1,1,1
"1332",1,1,30,1,1,1,1,2,3,1,2,10,3,3,1,1
"1333",1,1,57,2,1,1,1,2,6,2,1,49,1,2,1,1
"1334",3,3,53,2,2,2,2,2,4,1,4,19,1,1,1,1
"1335",2,2,62,1,1,1,1,2,3,3,3,1,1,1,2,3
"1336",1,2,62,1,2,2,2,2,4,2,5,36,1,1,1,3
"1337",2,1,66,1,3,3,3,1,6,3,3,1,1,2,1,1
"1338",1,2,24,1,1,1,1,2,5,3,4,19,1,2,1,3
"1339",1,1,59,2,1,1,1,2,5,2,5,37,1,1,1,1
"1340",2,2,70,1,1,1,1,2,3,2,2,55,2,7,2,1
"1341",3,3,66,1,3,3,3,1,6,2,5,37,1,1,1,1
"1342",2,2,56,1,1,1,1,2,6,3,3,7,1,1,1,1
"1343",2,1,30,2,1,1,1,2,5,2,5,36,1,1,1,1
"1344",2,2,66,1,1,1,1,1,4,3,3,1,3,4,3,2
"1345",2,3,61,1,1,1,1,2,6,2,2,34,1,1,1,1
"1346",2,1,54,2,2,2,2,2,4,1,1,12,3,4,1,1
"1347",1,2,25,1,1,1,1,2,5,2,4,19,1,2,1,3
"1348",2,2,60,1,1,1,1,2,3,3,2,29,3,5,3,2
"1349",2,1,48,2,2,2,2,2,2,1,5,36,1,1,1,1
"1350",1,1,35,2,1,1,1,2,6,3,3,38,1,1,1,1
"1351",1,1,50,1,1,1,1,2,6,3,5,36,3,3,1,1
"1352",1,1,37,1,1,1,1,2,5,3,2,10,1,1,1,1
"1353",1,1,65,2,4,4,4,2,6,1,3,43,1,2,1,1
"1354",1,3,65,2,1,1,1,2,3,1,2,34,1,1,1,1
"1355",2,2,64,1,6,4,5,2,5,3,1,44,3,5,4,3
"1356",2,2,60,2,3,3,3,1,5,4,2,39,2,7,2,2
"1357",2,2,31,2,1,1,1,2,3,1,5,33,3,4,2,2
"1358",2,1,50,2,7,4,5,2,4,1,2,54,3,3,1,2
"1359",1,2,64,2,1,1,1,2,4,1,1,56,1,1,1,1
"1360",1,1,54,2,1,1,1,2,6,2,3,43,1,1,1,1
"1361",2,2,74,2,1,1,1,2,3,1,2,39,2,6,1,1
"1362",1,1,46,1,1,1,1,2,5,3,5,37,3,3,1,1
"1363",2,2,49,1,2,2,2,2,5,1,4,19,1,1,1,1
"1364",1,1,65,1,2,2,2,2,3,1,2,34,1,1,1,1
"1365",2,2,52,1,1,1,1,2,2,4,2,54,2,6,3,2
"1366",1,1,62,1,1,1,1,2,6,3,3,7,1,1,1,3
"1367",1,1,20,1,3,3,3,1,3,1,4,19,1,2,1,3
"1368",1,2,75,1,2,2,2,2,4,1,5,37,3,3,1,1
"1369",2,1,62,2,1,1,1,2,5,3,4,19,1,1,1,1
"1370",1,2,33,1,1,1,1,2,5,3,2,31,1,2,1,1
"1371",1,1,51,1,1,1,1,2,5,3,3,38,1,1,1,1
"1372",2,2,56,2,1,1,1,2,5,2,5,36,2,7,2,2
"1373",2,2,67,2,1,1,1,2,3,2,1,56,2,7,2,1
"1374",1,1,53,1,1,1,1,2,6,3,3,1,1,1,1,1
"1375",3,3,20,2,1,1,1,2,2,1,2,16,1,1,3,2
"1376",2,2,60,1,1,1,1,2,5,3,2,58,2,7,3,3
"1377",2,2,42,1,4,4,4,2,5,1,4,19,3,3,1,3
"1378",2,2,66,1,1,1,1,2,4,4,2,11,3,5,2,3
"1379",1,1,27,2,4,4,4,2,5,2,4,19,1,2,1,1
"1380",2,2,54,2,3,3,3,1,3,3,4,19,1,2,1,2
"1381",1,2,24,2,4,4,4,2,5,1,2,34,1,2,1,1
"1382",1,2,54,2,1,1,1,2,6,3,3,38,3,4,1,1
"1383",1,1,61,2,1,1,1,2,5,1,1,48,3,3,1,1
"1384",2,2,44,1,1,1,1,2,4,2,5,30,3,4,1,3
"1385",1,1,57,1,1,1,1,2,3,2,3,43,1,1,1,3
"1386",1,1,59,2,1,1,1,2,4,2,3,7,1,1,1,1
"1387",1,1,56,1,5,4,5,2,6,3,1,49,4,4,2,1
"1388",2,2,90,1,1,1,1,2,4,4,3,1,2,7,3,3
"1389",1,1,56,1,1,1,1,2,4,3,5,36,1,1,1,1
"1390",1,1,27,1,3,3,3,1,5,2,4,19,3,3,1,1
"1391",1,1,52,1,1,1,1,2,6,4,3,7,4,3,1,1
"1392",1,1,75,1,1,1,1,2,2,2,2,31,1,1,1,1
"1393",2,2,45,2,1,1,1,2,6,2,2,10,2,7,4,1
"1394",1,1,59,2,1,1,1,2,6,2,5,30,1,1,1,1
"1395",1,1,23,1,5,4,5,2,4,1,3,43,1,1,1,1
"1396",2,2,54,1,1,1,1,2,5,3,5,37,2,7,2,2
"1397",1,1,55,1,1,1,1,2,6,2,3,38,1,1,1,1
"1398",2,2,72,2,1,1,1,2,6,3,3,21,1,2,1,1
"1399",2,2,59,1,1,1,1,2,5,2,5,30,2,7,1,3
"1400",1,1,37,2,3,3,3,1,5,2,2,15,1,1,1,1
"1401",1,1,51,1,1,1,1,2,6,2,4,19,3,3,2,1
"1402",1,1,69,1,1,1,1,2,5,2,2,15,3,3,1,1
"1403",3,3,62,2,2,2,2,2,3,1,3,41,1,2,2,1
"1404",2,2,64,2,1,1,1,2,3,1,2,47,2,7,3,2
"1405",3,3,71,2,2,2,2,2,3,2,3,38,1,1,1,1
"1406",1,1,35,1,1,1,1,2,5,1,2,39,3,3,1,1
"1407",2,2,56,1,1,1,1,2,5,2,3,38,3,4,2,2
"1408",1,2,25,2,3,3,3,1,5,1,5,36,3,4,4,3
"1409",NA,NA,37,1,3,3,3,1,2,2,4,19,3,4,2,3
"1410",2,2,77,2,2,2,2,2,4,1,2,50,2,6,3,2
"1411",2,2,80,1,1,1,1,2,5,4,3,43,1,2,1,1
"1412",1,1,60,1,1,1,1,2,3,1,2,50,3,5,4,2
"1413",2,2,63,2,3,3,3,1,2,2,4,19,1,1,1,3
"1414",2,2,75,2,1,1,1,2,3,4,2,39,2,6,2,1
"1415",1,1,57,2,1,1,1,2,6,2,3,7,1,2,1,1
"1416",1,1,70,2,1,1,1,2,5,3,1,56,1,1,1,1
"1417",1,1,29,2,3,3,3,1,2,1,5,36,1,1,2,3
"1418",2,2,59,1,1,1,1,2,5,3,2,45,5,8,1,1
"1419",1,1,69,2,2,2,2,2,5,2,3,41,1,1,1,1
"1420",2,2,72,1,1,1,1,2,4,2,3,7,4,3,1,1
"1421",2,2,62,2,1,1,1,2,3,1,5,37,3,4,4,2
"1422",1,1,66,2,4,4,4,2,6,2,2,4,1,2,1,1
"1423",2,2,62,2,1,1,1,2,3,2,1,40,4,4,2,2
"1424",1,1,32,2,1,1,1,2,6,3,3,43,1,1,2,1
"1425",1,2,58,1,1,1,1,2,3,3,3,43,1,1,1,1
"1426",2,1,30,1,1,1,1,2,5,2,2,3,1,1,2,1
"1427",1,1,75,1,1,1,1,2,6,3,2,34,1,2,1,3
"1428",1,2,76,1,1,1,1,2,6,3,2,34,1,1,1,1
"1429",1,2,29,1,1,1,1,2,3,2,4,19,2,7,2,1
"1430",2,1,35,1,3,3,3,1,5,2,4,19,4,4,1,1
"1431",2,2,59,1,2,2,2,2,5,3,5,33,1,2,1,1
"1432",2,2,62,2,1,1,1,2,3,3,4,19,1,2,3,3
"1433",2,2,72,1,1,1,1,2,6,3,1,42,4,5,1,2
"1434",2,1,68,2,1,1,1,2,2,2,2,5,1,1,1,3
"1435",2,2,51,2,1,1,1,2,5,3,1,56,2,6,2,3
"1436",1,1,76,1,1,1,1,2,5,2,2,34,3,3,1,1
"1437",2,2,45,1,1,1,1,2,3,2,4,19,2,7,4,2
"1438",1,1,25,2,7,4,5,2,6,2,3,1,4,3,2,1
"1439",2,2,66,2,1,1,1,2,3,4,2,39,2,7,4,2
"1440",1,1,78,2,1,1,1,2,5,3,1,56,3,4,2,1
"1441",2,2,54,2,1,1,1,2,3,1,2,10,2,7,4,2
"1442",1,1,63,2,2,2,2,2,6,3,3,38,1,1,1,1
"1443",2,2,66,1,3,3,3,1,3,4,2,25,2,7,4,2
"1444",2,2,33,1,1,1,1,2,4,4,2,34,3,4,1,1
"1445",2,2,70,2,1,1,1,2,2,1,2,15,2,6,4,3
"1446",2,2,57,2,4,4,4,2,5,3,4,19,2,6,2,2
"1447",2,2,73,1,1,1,1,2,5,2,2,31,2,7,4,2
"1448",1,1,67,2,3,3,3,1,6,2,4,19,1,1,1,3
"1449",2,2,79,2,1,1,1,2,6,2,1,56,2,7,2,2
"1450",1,3,63,2,7,4,5,2,5,4,5,30,1,1,2,1
"1451",2,2,70,1,1,1,1,2,4,3,3,7,4,5,2,2
"1452",2,1,55,1,1,1,1,1,1,1,4,19,1,1,1,2
"1453",2,2,59,1,1,1,1,2,4,3,4,19,4,4,4,2
"1454",2,1,37,2,1,1,1,2,6,3,5,37,3,3,1,1
"1455",2,2,58,2,1,1,1,2,4,3,5,36,2,7,4,3
"1456",1,1,60,1,2,2,2,2,5,3,2,34,1,1,1,2
"1457",2,2,57,2,1,1,1,2,4,2,2,31,2,7,2,3
"1458",1,2,68,1,3,3,3,1,5,3,3,7,1,2,1,1
"1459",NA,NA,18,2,4,4,4,2,3,2,3,7,1,1,1,2
"1460",1,2,71,1,1,1,1,2,3,3,1,28,2,7,4,2
"1461",3,1,53,2,2,2,2,2,6,4,4,19,1,1,1,2
"1462",1,2,65,2,2,2,2,2,6,1,2,15,3,5,2,3
"1463",1,2,54,1,1,1,1,2,3,3,4,19,1,1,2,3
"1464",1,2,60,2,1,1,1,2,3,1,5,37,1,1,1,3
"1465",2,2,61,2,1,1,1,2,3,2,4,19,2,7,3,2
"1466",1,1,66,2,2,2,2,2,3,2,4,19,1,1,1,1
"1467",1,2,71,1,1,1,1,2,3,3,2,34,1,1,1,1
"1468",2,2,65,1,1,1,1,2,3,1,2,50,4,4,3,2
"1469",1,2,63,2,1,1,1,2,5,2,5,37,3,3,1,1
"1470",1,1,57,1,1,1,1,2,5,3,1,49,1,1,1,1
"1471",1,1,71,2,3,3,3,1,1,1,1,56,1,1,1,3
"1472",2,3,57,2,3,3,3,1,3,3,4,19,1,2,1,1
"1473",1,3,31,2,1,1,1,2,4,1,2,34,1,1,1,1
"1474",1,2,51,1,1,1,1,2,6,2,5,37,1,2,1,1
"1475",1,2,36,2,3,3,3,1,2,1,1,48,3,4,4,2
"1476",2,2,75,2,1,1,1,2,3,1,4,19,2,7,3,3
"1477",2,2,69,1,1,1,1,2,4,1,1,49,2,6,1,1
"1478",1,2,62,1,1,1,1,2,6,3,3,1,3,3,2,1
"1479",2,2,61,2,1,1,1,2,4,4,1,49,2,7,4,2
"1480",2,2,26,2,1,1,1,2,2,3,5,33,1,2,1,3
"1481",2,2,72,2,1,1,1,2,3,1,2,18,2,7,2,2
"1482",1,2,32,2,1,1,1,2,5,3,4,19,1,1,2,1
"1483",1,NA,52,2,1,1,1,2,6,3,3,43,1,1,1,1
"1484",1,1,27,2,1,1,1,2,6,1,3,43,1,2,1,1
"1485",1,2,20,1,3,3,3,1,2,3,2,39,1,1,1,1
"1486",3,3,74,1,1,1,1,2,4,4,2,29,1,1,1,1
"1487",1,1,61,1,3,3,3,1,2,3,3,7,2,6,1,1
"1488",1,2,55,1,1,1,1,2,3,3,4,19,1,1,1,1
"1489",2,1,64,2,2,2,2,2,3,1,4,19,1,1,2,3
"1490",3,3,55,2,1,1,1,2,3,1,2,4,1,1,1,1
"1491",2,2,73,2,1,1,1,2,3,1,2,16,2,7,4,3
"1492",2,2,81,1,7,4,5,2,4,1,1,40,2,7,2,2
"1493",1,1,39,1,1,1,1,2,6,3,3,38,1,1,1,1
"1494",2,2,40,1,3,3,3,1,5,3,5,37,3,5,1,3
"1495",2,2,29,2,1,1,1,2,3,3,5,33,2,7,3,2
"1496",3,2,71,2,1,1,1,2,3,2,2,29,1,1,1,1
"1497",2,2,61,1,1,1,1,2,3,1,5,33,1,2,1,2
"1498",2,2,61,2,1,1,1,2,2,2,5,33,2,7,1,1
"1499",2,2,56,2,1,1,1,2,5,2,4,19,2,6,1,1
"1500",1,2,61,2,3,3,3,1,3,4,4,19,3,8,1,3
"1501",2,2,62,1,1,1,1,2,3,2,4,19,2,6,2,2
"1502",2,2,83,1,1,1,1,2,3,2,2,15,2,6,3,2
"1503",2,2,64,1,1,1,1,2,6,2,1,48,3,5,2,3
"1504",2,2,62,1,1,1,1,1,5,3,2,24,3,4,3,2
"1505",2,2,63,2,1,1,1,2,5,2,3,43,2,6,2,3
"1506",3,2,42,2,7,4,5,2,4,2,5,37,1,1,1,2
"1507",2,2,70,2,2,2,2,2,3,4,4,19,1,2,1,3
"1508",1,1,58,2,1,1,1,2,5,1,3,38,1,2,1,1
"1509",1,1,55,1,6,4,5,2,3,2,2,34,3,3,1,1
"1510",2,2,68,1,1,1,1,2,2,2,1,48,2,7,1,2
"1511",2,1,54,2,3,3,3,1,3,3,1,42,1,1,2,2
"1512",2,2,33,2,1,1,1,2,4,2,2,50,3,5,3,2
"1513",2,2,78,1,7,4,5,2,4,2,2,58,2,6,3,NA
"1514",1,1,22,2,1,1,1,2,5,3,4,19,1,2,3,1
"1515",1,1,75,1,1,1,1,2,6,4,3,1,1,2,1,1
"1516",1,1,66,1,3,3,3,1,4,3,5,37,1,1,1,1
"1517",2,2,53,1,1,1,1,2,5,1,2,45,2,7,3,2
"1518",1,1,45,1,3,3,3,1,4,3,5,30,1,1,1,1
"1519",2,2,69,2,1,1,1,2,4,1,2,45,5,8,3,2
"1520",1,1,41,1,1,1,1,2,6,3,3,38,3,3,1,1
"1521",1,1,44,1,1,1,1,2,3,2,4,19,1,1,1,3
"1522",1,1,30,2,1,1,1,2,5,3,2,6,1,1,2,1
"1523",1,3,20,2,1,1,1,2,2,4,5,37,3,3,2,2
"1524",2,2,75,1,6,4,5,2,4,4,3,1,3,5,4,3
"1525",1,1,36,1,1,1,1,2,6,3,3,38,1,1,1,1
"1526",2,2,54,1,1,1,1,2,5,3,5,37,3,3,1,3
"1527",2,2,68,1,1,1,1,2,3,4,1,56,3,5,2,3
"1528",2,2,55,1,3,3,3,1,2,3,1,56,3,3,1,1
"1529",2,2,61,2,1,1,1,2,4,3,4,19,2,7,3,3
"1530",NA,NA,23,2,2,2,2,2,3,1,4,19,5,4,4,2
"1531",1,2,72,1,3,3,3,1,3,3,2,10,4,4,2,3
"1532",2,1,56,1,1,1,1,2,3,4,1,56,3,3,1,1
"1533",1,1,35,2,1,1,1,2,3,1,2,29,1,1,1,3
"1534",1,1,23,2,4,4,4,2,5,3,3,43,3,4,2,1
"1535",1,1,21,1,1,1,1,1,2,1,3,38,1,1,2,2
"1536",2,2,51,2,1,1,1,2,6,4,2,29,2,7,2,3
"1537",2,2,44,2,1,1,1,2,4,1,4,19,3,4,2,3
"1538",1,2,63,1,1,1,1,2,6,3,3,41,1,1,1,1
"1539",1,NA,58,1,6,4,5,2,5,4,3,38,1,1,1,1
"1540",1,1,30,2,4,4,4,2,5,3,5,37,1,2,2,2
"1541",2,2,33,1,1,1,1,2,3,1,2,24,2,7,4,2
"1542",1,1,67,2,1,1,1,2,3,3,2,54,1,1,1,1
"1543",1,1,18,2,7,4,5,2,2,3,5,30,1,1,1,3
"1544",1,1,38,1,1,1,1,2,2,3,3,1,1,1,1,1
"1545",2,2,66,2,1,1,1,2,3,2,2,15,2,7,3,2
"1546",1,1,52,1,1,1,1,2,5,2,2,31,2,6,1,1
"1547",2,1,59,1,1,1,1,2,6,3,3,1,2,6,2,3
"1548",2,2,31,1,4,4,4,2,5,2,5,33,3,4,3,3
"1549",2,2,58,1,1,1,1,2,4,1,2,34,2,6,4,NA
"1550",2,2,63,1,3,3,3,1,3,2,3,7,3,4,1,1
"1551",1,1,28,1,4,4,4,2,6,3,3,43,1,1,1,1
"1552",2,2,36,1,3,3,3,1,5,3,4,19,2,7,2,1
"1553",1,1,33,2,1,1,1,2,3,1,4,19,1,1,1,3
"1554",1,1,28,2,1,1,1,2,2,3,5,30,1,1,1,3
"1555",2,2,58,2,3,3,3,1,4,2,2,50,1,2,1,1
"1556",1,1,68,2,4,4,4,2,5,4,3,43,1,1,1,1
"1557",2,2,49,1,1,1,1,2,6,3,3,1,2,7,1,1
"1558",1,2,32,2,3,3,3,1,3,2,5,36,1,1,2,1
"1559",2,1,69,2,2,2,2,2,4,4,1,48,1,1,1,1
"1560",2,2,57,1,1,1,1,2,3,3,5,37,3,5,1,3
"1561",1,1,63,2,7,4,5,2,4,4,4,19,3,3,1,3
"1562",1,3,58,2,4,4,4,2,4,1,5,37,1,1,1,3
"1563",2,1,46,1,3,3,3,1,4,4,5,13,1,1,1,1
"1564",3,3,43,2,7,4,5,2,4,1,4,19,2,6,4,3
"1565",1,2,30,1,3,3,3,1,5,2,3,1,3,4,3,3
